Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26
Magallanes y la Antartica,12.0,San Gregorio,12104.0,681.0,-,-,-,-,-,1,1,-,-,-,-,0,-,10,5,1,-,-,-,-,-,-,-,2,1,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,6,1,2.0,6.0,2.0,0.0,1.0,1.0,2.0,0.0,0
Magallanes y la Antartica,12.0,Cabo de Hornos,12201.0,1983.0,-,11,2,-,1,1,2,3,1,21,22,11,10,16,8,5,1,6,3,1,-,3,3,5,2,3,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,1,1,1,1,5,-,-,1,1,1,1,17,23,21,13,17.0,12.0,3.0,7.0,4.0,4.0,2.0,0.0,0
Magallanes y la Antartica,12.0,Antartica,12202.0,137.0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,23,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Magallanes y la Antartica,12.0,Porvenir,12301.0,7323.0,47,55,20,13,11,15,6,13,14,7,14,24,14,26,40,35,28,36,23,13,7,5,8,4,4,11,18,8,13,11,31,23,21,32,33,28,16,20,24,9,14,9,5,5,1,1,1,-,1,-,-,-,-,2,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,67,100,91,48,37.0,43.0,47.0,35.0,17.0,14.0,2.0,23.0,12
Magallanes y la Antartica,12.0,Primavera,12302.0,694.0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,1,1,1,1,3,1,1,-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Magallanes y la Antartica,12.0,Timaukel,12303.0,282.0,-,1,2,4,2,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Magallanes y la Antartica,12.0,Natales,12401.0,23782.0,127,162,150,139,219,133,105,151,113,116,143,82,88,132,179,187,150,152,122,103,109,59,59,65,31,62,47,45,76,86,116,132,190,183,140,98,64,46,32,29,11,8,6,8,6,11,3,1,-,-,-,3,3,1,1,4,6,2,2,2,2,2,8,21,28,2,2,2,2,331,435,273,266,217.0,111.0,131.0,133.0,41.0,26.0,26.0,24.0,43
Magallanes y la Antartica,12.0,Torres del Paine,12402.0,1021.0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2,7,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2
Metropolitana,13.0,Santiago,13101.0,503147.0,77,145,67,108,172,132,111,177,200,317,281,349,296,386,405,442,445,394,324,387,411,418,536,576,722,822,929,935,872,807,831,694,768,869,1415,1639,1475,1235,711,493,402,297,258,263,238,268,287,251,192,189,191,366,279,350,743,798,930,597,564,491,391,281,199,168,175,266,546,1374,2367,4408,4957,4220,3634,2199.0,2002.0,1440.0,1112.0,806.0,697.0,536.0,401.0,443
Metropolitana,13.0,Cerrillos,13102.0,88956.0,19,36,23,16,27,16,24,20,20,27,29,39,36,52,84,64,80,57,49,55,67,85,128,179,180,189,164,176,155,220,189,160,216,233,357,298,291,215,149,113,77,50,41,33,35,21,42,22,22,18,27,27,22,32,52,114,112,76,81,67,55,28,17,17,12,11,32,123,319,696,835,837,656,421.0,373.0,318.0,226.0,126.0,90.0,72.0,68.0,81
Metropolitana,13.0,Cerro Navia,13103.0,142465.0,40,27,29,29,39,61,66,84,67,62,52,55,72,122,168,151,146,168,128,141,118,119,144,203,277,398,389,525,375,511,493,469,447,494,575,579,558,470,293,185,149,105,117,67,53,56,46,25,23,29,28,56,59,60,111,139,192,146,146,123,103,62,45,42,24,17,53,194,452,917,1004,966,813,570.0,484.0,343.0,266.0,165.0,109.0,102.0,60.0,87
Metropolitana,13.0,Conchali,13104.0,139195.0,33,37,38,71,62,52,54,65,46,62,92,78,52,115,99,136,134,119,120,127,128,133,189,183,291,478,453,478,447,369,425,401,378,343,429,410,465,354,188,171,96,89,83,55,50,59,48,25,19,19,24,48,48,76,110,116,125,131,157,103,55,54,32,-,0,35,74,212,486,1173,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,El Bosque,13105.0,172000.0,38,68,54,58,89,77,64,48,75,98,81,137,100,166,210,212,211,241,196,181,170,258,292,382,441,671,680,826,611,738,746,589,721,831,944,957,832,653,413,339,277,140,129,92,86,81,69,71,61,56,75,69,71,89,134,177,188,129,175,104,87,40,37,33,25,39,70,243,455,746,1179,1154,1181,916.0,702.0,608.0,419.0,234.0,180.0,122.0,89.0,110
Metropolitana,13.0,Estacion Central,13106.0,206792.0,51,48,24,64,48,48,51,50,51,52,83,88,67,143,187,167,158,169,135,153,125,170,263,317,323,382,418,406,368,392,414,365,487,547,594,536,507,420,281,168,115,93,79,70,66,48,42,31,42,44,41,59,65,78,97,127,157,214,194,161,149,105,60,-,0,51,123,381,872,1575,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Huechuraba,13107.0,112528.0,35,35,35,33,53,48,42,47,37,38,48,60,39,50,75,72,159,125,70,62,130,-,66,132,245,306,302,346,246,245,241,248,257,295,355,372,384,301,209,167,112,79,56,55,50,56,38,25,16,10,23,35,39,58,81,92,121,140,148,68,74,39,25,24,24,39,119,216,416,919,1150,1043,787,562.0,495.0,391.0,328.0,207.0,171.0,139.0,85.0,86
Metropolitana,13.0,Independencia,13108.0,142065.0,43,62,56,53,39,21,37,14,31,45,52,79,52,78,109,125,102,95,58,91,114,116,139,226,224,262,311,249,287,242,262,266,362,344,381,570,401,326,184,122,95,68,65,57,34,36,29,34,20,29,20,43,28,56,77,110,122,124,124,110,69,43,38,20,23,32,65,297,659,1242,1226,904,707,418.0,356.0,256.0,198.0,179.0,111.0,79.0,81.0,66
Metropolitana,13.0,La Cisterna,13109.0,100434.0,26,29,45,50,22,19,44,37,49,49,28,67,70,70,80,96,58,84,95,98,106,145,116,192,230,263,262,305,287,244,252,232,257,283,377,440,367,193,136,82,83,47,37,38,32,29,24,17,8,25,21,39,14,29,55,69,78,90,124,68,53,40,25,15,23,34,54,147,303,526,742,731,650,482.0,341.0,269.0,187.0,160.0,121.0,94.0,62.0,77
Metropolitana,13.0,La Florida,13110.0,402433.0,112,120,140,119,175,137,129,158,198,199,205,259,280,348,447,390,414,319,300,367,375,483,621,849,1068,1204,1307,1498,1286,1496,1374,1142,1391,1652,1892,1779,1844,1442,1002,732,513,295,278,220,212,236,205,192,138,94,93,164,194,192,278,393,388,291,318,230,159,115,98,89,86,103,237,651,1338,2437,3398,3362,2897,2117.0,1789.0,1472.0,1068.0,722.0,525.0,425.0,337.0,387
Metropolitana,13.0,La Granja,13111.0,122557.0,66,51,65,67,82,73,75,85,92,51,51,95,79,126,139,112,177,190,166,151,144,159,186,300,395,477,544,758,619,691,554,551,596,621,816,890,811,567,347,278,146,98,118,73,81,52,61,48,30,34,48,64,70,82,120,124,201,93,124,83,62,31,25,21,20,11,50,132,330,663,906,862,699,512.0,406.0,228.0,245.0,146.0,107.0,64.0,45.0,91
Metropolitana,13.0,La Pintana,13112.0,189335.0,60,64,56,65,115,72,66,80,99,81,89,82,42,89,184,255,195,184,179,155,90,217,176,277,348,467,625,766,804,827,771,740,786,861,1173,965,894,738,494,359,247,166,193,99,76,107,73,65,39,42,32,43,46,63,100,135,156,134,146,138,86,67,35,40,14,24,62,135,438,827,821,912,783,674.0,472.0,383.0,276.0,182.0,104.0,76.0,52.0,65
Metropolitana,13.0,La Reina,13113.0,100252.0,38,29,27,20,27,25,30,38,23,29,34,34,41,78,98,97,80,66,69,61,79,99,131,188,251,239,245,221,252,220,218,199,249,301,367,459,552,365,209,197,118,92,69,63,67,51,33,27,35,36,20,37,42,55,95,104,92,85,85,34,31,18,9,14,22,40,115,242,370,670,916,928,772,572.0,474.0,434.0,313.0,202.0,213.0,198.0,135.0,146
Metropolitana,13.0,Las Condes,13114.0,330759.0,121,102,86,91,144,103,75,108,107,144,153,182,162,219,266,280,260,251,174,194,212,272,359,411,479,639,592,499,347,313,304,274,359,470,587,645,666,523,344,224,189,127,98,108,142,144,89,62,55,40,44,96,109,135,231,307,333,334,277,197,94,80,64,76,114,223,763,1328,1513,1939,2390,2152,1914,1431.0,1336.0,1071.0,932.0,720.0,709.0,601.0,421.0,486
Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,39,32,28,51,51,34,61,37,39,20,41,37,41,93,91,139,65,61,81,79,82,85,126,179,210,236,273,245,137,126,123,128,179,259,466,379,359,324,206,151,150,62,57,38,51,35,31,34,20,18,14,24,35,36,51,67,98,111,77,73,42,42,24,27,45,106,321,541,529,707,759,791,704,546.0,552.0,430.0,341.0,238.0,211.0,192.0,159.0,158
Metropolitana,13.0,Lo Espejo,13116.0,103865.0,34,36,28,41,31,20,50,58,40,46,47,43,54,62,78,77,65,112,118,65,65,76,104,146,139,182,286,505,347,313,220,215,200,183,307,256,257,224,145,105,80,52,53,23,29,30,24,21,15,25,14,41,34,32,49,58,92,98,78,56,35,28,22,12,11,21,45,151,249,581,815,776,607,363.0,294.0,222.0,167.0,102.0,86.0,57.0,48.0,50
Metropolitana,13.0,Lo Prado,13117.0,104403.0,67,61,64,78,64,42,53,51,42,39,64,83,84,132,147,141,157,158,162,143,138,152,217,324,369,457,476,522,530,482,462,455,463,547,642,774,689,576,364,261,166,111,140,100,74,72,67,69,46,40,47,51,63,99,117,167,206,114,120,86,73,56,37,24,23,31,54,205,400,853,988,917,666,467.0,419.0,273.0,212.0,111.0,96.0,75.0,58.0,70
Metropolitana,13.0,Macul,13118.0,134635.0,55,44,30,29,62,40,49,48,48,46,62,59,115,112,165,156,160,143,118,122,141,131,158,209,225,252,342,390,303,315,320,264,259,283,421,430,495,411,267,167,97,68,79,68,69,52,45,32,33,26,31,53,46,60,78,112,131,159,113,74,47,31,18,27,25,36,86,254,452,1058,1437,1368,1037,803.0,658.0,435.0,430.0,264.0,220.0,184.0,123.0,132
Metropolitana,13.0,Maipu,13119.0,578605.0,176,145,165,109,100,102,97,115,123,143,167,212,177,269,329,325,309,293,227,284,294,356,448,637,773,894,938,1045,806,848,860,799,833,927,1156,1258,1292,1027,655,541,370,221,211,191,174,131,125,118,86,64,92,114,122,175,247,363,474,584,611,415,293,231,134,-,0,133,285,768,1626,3610,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Nunoa,13120.0,250192.0,108,57,53,82,97,97,74,84,117,110,157,184,183,204,168,364,253,242,204,201,246,367,516,472,477,646,645,661,379,358,335,303,381,463,489,521,463,379,327,169,150,96,70,72,58,81,51,46,34,32,27,84,37,66,101,156,125,239,232,130,88,78,53,-,0,110,367,598,901,1641,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Pedro Aguirre Cerda,13121.0,107803.0,60,33,45,32,54,29,55,68,59,64,42,65,80,85,30,110,94,87,87,81,79,127,119,147,282,319,321,372,372,412,339,317,395,403,491,467,442,469,293,253,131,83,57,40,47,54,34,26,26,22,30,51,58,58,92,120,156,98,124,103,64,35,16,29,21,29,72,159,406,761,1055,1012,694,510.0,422.0,286.0,209.0,128.0,120.0,76.0,61.0,50
Metropolitana,13.0,Penalolen,13122.0,266798.0,68,64,71,63,84,61,81,72,78,69,117,116,151,199,223,225,209,188,160,192,206,215,293,407,594,756,818,1001,1028,1013,891,813,899,1025,1143,1302,1206,911,821,563,412,203,188,136,128,106,117,100,68,38,29,76,72,88,124,195,258,176,221,164,120,90,43,-,0,65,177,468,922,1911,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Providencia,13123.0,157749.0,35,33,27,37,64,43,36,49,48,63,62,64,81,124,265,100,118,102,89,100,94,94,149,187,235,289,272,244,326,394,365,363,441,502,645,728,653,527,327,205,166,150,124,137,114,105,94,73,55,58,73,118,91,155,232,329,336,189,160,102,67,54,44,50,71,112,287,595,706,1035,1350,1227,1070,783.0,689.0,483.0,400.0,382.0,362.0,299.0,232.0,244
Metropolitana,13.0,Pudahuel,13124.0,253139.0,79,86,75,71,71,59,74,66,109,100,135,130,176,208,281,219,229,226,193,248,194,269,343,504,532,797,779,1050,723,751,753,647,706,684,875,910,888,671,438,336,236,164,144,104,78,87,57,61,48,55,53,115,94,148,186,291,302,281,303,218,132,119,55,62,48,73,128,395,819,1476,1786,1807,1516,1143.0,919.0,788.0,584.0,362.0,308.0,220.0,149.0,163
Metropolitana,13.0,Quilicura,13125.0,254694.0,65,40,72,80,101,53,24,79,46,55,82,114,96,122,169,143,176,221,162,200,192,215,324,394,419,-,698,659,680,602,579,595,659,571,663,857,723,431,274,202,171,124,104,81,93,63,66,48,36,37,41,62,54,77,138,161,193,228,240,182,101,84,71,43,43,65,138,384,976,1935,2257,1991,1452,1024.0,866.0,701.0,525.0,386.0,240.0,225.0,172.0,171
Metropolitana,13.0,Quinta Normal,13126.0,136368.0,39,29,42,33,37,37,32,32,43,38,47,53,49,111,139,122,140,117,102,130,135,115,144,213,222,261,298,339,308,320,361,327,359,372,426,472,487,393,252,137,151,90,80,85,97,59,33,34,27,54,46,79,56,95,134,170,166,144,194,131,101,70,49,49,41,44,97,303,649,1360,1559,1353,912,747.0,556.0,369.0,288.0,180.0,144.0,105.0,69.0,78
Metropolitana,13.0,Recoleta,13127.0,190075.0,59,65,53,87,81,71,59,52,72,71,68,100,71,85,154,154,183,186,155,106,139,154,202,328,303,408,390,471,463,485,441,463,518,670,739,854,865,601,249,192,177,106,87,63,61,51,44,39,26,13,25,61,73,85,137,132,169,159,147,124,102,77,65,43,28,31,93,262,698,1590,1532,1265,1005,721.0,556.0,394.0,295.0,212.0,155.0,133.0,100.0,91
Metropolitana,13.0,Renca,13128.0,160847.0,248,78,78,97,56,45,78,61,48,77,101,121,142,159,219,225,185,189,231,185,174,187,296,428,533,674,847,940,1026,933,788,612,590,643,781,854,936,743,498,348,244,163,116,109,95,82,50,52,20,52,34,39,53,97,105,185,195,216,153,116,114,70,51,40,25,34,66,194,424,1050,1521,1160,935,689.0,533.0,480.0,355.0,197.0,131.0,114.0,84.0,83
Metropolitana,13.0,San Joaquin,13129.0,103485.0,26,36,19,30,43,23,31,55,37,46,41,42,76,93,110,106,120,122,97,103,126,106,135,154,207,284,296,375,288,355,321,351,352,338,452,500,487,357,253,173,126,70,58,56,42,43,30,44,29,42,31,61,48,54,97,127,97,79,73,65,43,36,19,-,0,32,56,158,361,456,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,San Miguel,13130.0,133059.0,30,41,38,47,64,33,49,56,48,58,58,71,94,115,114,129,121,174,148,174,166,158,207,243,287,373,406,510,400,416,387,359,390,368,413,629,583,362,256,189,126,73,84,69,56,63,53,53,41,30,27,54,52,90,132,179,170,179,165,95,92,51,31,36,32,53,137,377,656,1216,1256,1355,1066,799.0,690.0,546.0,483.0,299.0,230.0,171.0,124.0,159
Metropolitana,13.0,San Ramon,13131.0,86510.0,14,15,19,38,27,25,45,45,24,23,24,45,61,71,60,53,63,64,43,64,55,32,90,116,180,194,213,279,235,285,233,240,189,314,287,306,339,209,160,93,72,50,50,52,47,34,34,27,13,18,19,35,18,46,64,45,70,56,68,45,36,26,19,-,0,17,40,94,254,584,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Vitacura,13132.0,96774.0,13,43,9,18,41,48,29,20,39,48,56,58,65,96,308,119,83,61,62,66,61,77,113,124,150,152,173,138,175,158,169,222,230,295,420,357,391,258,195,146,126,73,82,66,107,79,54,65,37,40,35,35,77,92,113,156,153,75,84,50,32,20,14,21,49,101,243,443,362,499,507,423,437,307.0,366.0,268.0,309.0,187.0,214.0,155.0,128.0,124
Metropolitana,13.0,Puente Alto,13201.0,645909.0,201,201,253,250,242,208,177,272,268,312,460,443,369,694,844,1054,984,954,548,588,592,597,917,1097,1431,1874,2048,2344,1807,2122,2241,2040,1961,2043,2488,2482,2277,1785,1455,1039,710,412,409,281,258,278,226,171,125,134,125,147,173,276,371,473,546,655,632,416,327,237,153,100,96,131,292,792,2043,4227,5727,5158,4443,3536.0,2902.0,2467.0,1982.0,1199.0,932.0,655.0,538.0,579
Metropolitana,13.0,Pirque,13202.0,30433.0,11,7,8,7,13,12,12,5,7,13,24,50,37,24,34,39,49,55,64,42,48,56,54,66,304,108,154,121,176,131,108,122,139,126,208,178,195,158,84,60,31,22,23,8,29,9,15,20,21,4,2,6,10,10,16,28,14,31,33,34,25,18,32,4,10,10,16,38,68,135,149,208,243,255.0,175.0,200.0,139.0,71.0,56.0,37.0,31.0,38
Metropolitana,13.0,San Jose de Maipo,13203.0,18644.0,3,9,14,2,9,1,2,2,3,1,3,5,4,21,10,16,12,12,9,14,41,31,23,9,40,37,41,77,44,87,85,65,51,83,74,75,92,24,22,20,12,5,4,5,4,6,3,9,3,6,5,7,3,2,5,5,6,24,15,12,11,12,1,-,0,2,4,22,49,105,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Colina,13301.0,180353.0,36,34,35,47,17,22,20,32,28,16,20,27,31,54,70,97,106,89,75,75,95,105,150,188,151,252,280,432,337,317,334,318,377,444,601,632,608,495,377,253,209,111,107,71,47,41,31,37,21,12,41,26,39,70,68,81,103,151,199,119,90,78,62,71,60,98,220,404,742,1411,1397,1233,1304,928.0,828.0,618.0,596.0,382.0,293.0,269.0,194.0,188
Metropolitana,13.0,Lampa,13302.0,126898.0,20,18,24,21,22,16,14,9,13,13,13,29,7,32,40,28,61,52,36,46,46,61,73,90,117,127,149,192,180,222,188,171,214,167,187,248,255,225,120,77,71,60,38,26,30,28,13,9,10,5,5,18,12,13,35,51,72,108,150,97,63,57,34,34,19,47,58,188,335,748,1195,1013,804,639.0,533.0,420.0,305.0,187.0,144.0,92.0,85.0,49
Metropolitana,13.0,Tiltil,13303.0,21477.0,4,-,-,4,10,11,16,6,12,11,20,10,4,12,10,24,28,15,6,18,17,29,19,19,39,61,44,98,26,47,38,26,36,49,38,46,58,47,38,14,14,24,5,7,8,6,6,16,3,1,4,5,1,7,4,20,15,13,7,27,19,14,8,9,2,3,11,20,52,130,185,236,175,136.0,116.0,94.0,68.0,71.0,36.0,17.0,12.0,21
Metropolitana,13.0,San Bernardo,13401.0,334836.0,90,74,58,136,137,88,69,104,130,112,102,146,144,149,215,251,258,357,234,332,343,285,371,462,662,-,985,1198,1077,1142,1211,1028,1254,987,1337,1210,1294,945,643,504,365,187,209,130,122,122,80,99,62,51,63,127,88,121,149,202,246,231,259,226,163,106,65,50,35,58,121,344,701,1191,1498,1995,1848,1457.0,1266.0,989.0,769.0,494.0,350.0,259.0,176.0,183
Metropolitana,13.0,Buin,13402.0,109641.0,78,58,35,44,36,32,23,44,29,31,50,56,45,81,81,77,102,107,102,132,99,102,160,179,183,254,246,251,240,262,286,244,283,315,360,474,557,401,268,158,105,80,90,67,55,32,46,34,45,31,21,23,18,41,51,97,104,98,113,68,69,59,50,38,32,41,67,158,334,618,1000,926,925,659.0,651.0,542.0,430.0,246.0,158.0,103.0,82.0,77
Metropolitana,13.0,Calera de Tango,13403.0,28525.0,12,1,4,4,8,8,17,1,3,7,3,10,1,10,11,16,29,16,16,23,18,17,22,55,53,65,61,118,58,85,77,74,72,57,64,70,70,55,54,65,24,20,16,8,17,17,3,3,16,6,14,14,6,7,16,49,36,21,36,35,16,14,4,3,7,11,7,25,57,116,207,184,200,154.0,129.0,119.0,133.0,66.0,43.0,21.0,13.0,30
Metropolitana,13.0,Paine,13404.0,82766.0,80,20,34,41,47,23,30,17,31,42,27,62,59,53,61,76,128,75,45,58,52,90,89,120,160,186,134,183,229,225,224,257,289,390,316,398,407,215,183,114,85,39,53,72,45,39,33,32,29,25,11,17,18,23,37,55,120,68,65,47,44,33,19,22,17,39,66,133,132,579,886,926,689,537.0,454.0,344.0,287.0,153.0,87.0,78.0,42.0,38
Metropolitana,13.0,Melipilla,13501.0,141612.0,86,33,26,38,22,34,25,49,57,67,70,52,56,46,75,56,54,85,98,136,158,170,182,219,274,375,338,409,345,279,259,285,360,422,533,518,426,304,244,193,151,118,69,71,66,58,35,37,27,16,18,26,47,49,58,129,88,116,92,85,69,73,44,44,38,32,68,269,812,1352,1249,995,843,557.0,501.0,400.0,268.0,126.0,96.0,64.0,39.0,59
Metropolitana,13.0,Alhue,13502.0,7405.0,16,5,4,14,15,4,4,5,5,2,-,0,5,2,5,2,2,4,9,11,9,6,5,7,9,49,32,32,31,10,14,22,19,16,24,46,40,30,19,16,17,19,8,3,3,2,1,1,-,-,-,2,-,12,8,9,6,15,7,8,5,6,-,-,0,1,3,17,14,90,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Curacavi,13503.0,36430.0,-,5,5,6,14,8,10,13,8,24,23,25,17,30,32,23,18,23,12,13,14,17,49,54,87,101,102,95,85,82,58,69,75,76,106,150,140,123,69,55,38,25,20,36,34,9,16,17,11,11,10,16,13,13,20,33,36,49,48,48,24,21,13,-,0,8,35,115,198,419,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,Maria Pinto,13504.0,14926.0,4,-,1,-,1,5,4,5,3,4,20,7,11,11,22,23,21,23,19,17,14,12,24,32,66,73,50,75,65,83,70,50,64,60,85,100,86,63,35,51,10,20,22,8,25,21,11,4,18,7,6,6,8,2,20,18,15,-,-,14,22,5,9,-,0,4,7,37,93,174,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Metropolitana,13.0,San Pedro,13505.0,11953.0,2,-,-,15,34,33,6,1,2,2,7,0,6,3,-,4,4,-,4,10,15,14,18,15,20,28,28,39,37,74,52,57,48,67,54,31,25,18,13,23,11,9,6,4,4,5,3,1,2,5,-,-,-,2,1,12,19,9,12,14,11,10,6,4,2,-,6,26,61,85,78,94,103,63.0,34.0,29.0,26.0,9.0,8.0,6.0,7.0,3
Metropolitana,13.0,Talagante,13601.0,81838.0,25,28,7,21,19,29,27,18,9,20,12,0,28,38,40,49,43,53,38,39,33,53,106,109,139,88,105,129,73,99,84,99,139,170,143,127,98,75,58,64,28,15,12,25,16,24,15,11,15,13,19,24,25,14,45,65,71,90,67,52,47,28,9,13,12,15,42,126,281,530,787,752,613,536.0,463.0,372.0,326.0,178.0,106.0,80.0,41.0,54
Metropolitana,13.0,El Monte,13602.0,40014.0,17,12,18,7,14,10,7,1,15,1,6,13,13,8,35,17,12,16,18,25,16,24,33,47,62,79,75,145,122,190,124,98,107,105,118,90,129,63,50,35,41,30,24,27,15,7,5,-,15,7,9,18,12,22,22,26,51,18,37,36,24,15,12,16,5,19,20,69,168,263,382,372,280,231.0,178.0,197.0,116.0,67.0,56.0,39.0,12.0,34
Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,26,23,38,48,69,25,14,4,9,15,20,17,5,18,29,29,59,55,37,49,74,68,81,145,118,103,157,206,209,164,139,99,110,129,149,166,151,84,70,52,41,28,20,11,9,8,5,9,4,2,3,7,18,27,28,33,47,31,54,36,30,19,9,6,9,10,29,63,160,403,433,539,392,374.0,323.0,329.0,173.0,147.0,67.0,40.0,34.0,42
Metropolitana,13.0,Padre Hurtado,13604.0,74188.0,26,31,28,41,23,11,8,10,13,12,14,31,27,49,48,56,59,37,43,65,77,62,78,153,121,183,190,230,175,150,133,127,149,161,238,232,200,212,127,86,61,37,35,29,35,33,24,46,22,18,11,31,54,30,58,120,121,82,108,86,46,22,28,24,13,22,29,102,282,412,548,587,590,462.0,382.0,324.0,242.0,179.0,91.0,74.0,58.0,50
Metropolitana,13.0,Penaflor,13605.0,101058.0,36,32,39,22,27,25,21,18,32,22,22,121,25,39,65,55,76,59,52,64,62,77,107,176,205,189,215,248,175,221,174,193,208,243,318,355,337,271,215,127,120,67,50,54,56,53,44,29,22,12,14,27,45,79,97,116,112,105,122,70,55,49,27,-,0,18,30,117,307,608,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Rios,14.0,Valdivia,14101.0,176774.0,133,103,98,151,175,249,301,229,219,276,240,314,270,376,709,785,749,704,521,431,487,655,802,815,890,768,681,537,415,290,305,287,362,445,515,466,577,436,388,275,227,182,200,125,96,74,52,30,40,17,13,16,21,47,61,99,91,95,212,187,199,208,224,172,263,222,200,359,739,1731,2597,3345,3519,2719.0,1943.0,1557.0,980.0,510.0,316.0,228.0,141.0,143
Los Rios,14.0,Corral,14102.0,5447.0,6,12,7,13,10,-,2,1,7,2,-,-,-,24,2,16,25,4,13,7,12,11,19,19,30,14,25,14,15,17,17,29,7,24,30,29,25,12,8,4,11,5,11,8,-,2,-,-,-,-,-,-,-,-,1,-,6,7,10,10,7,9,1,6,6,21,11,13,5,31,63,82,92,118.0,47.0,41.0,22.0,8.0,6.0,1.0,0.0,2
Los Rios,14.0,Lanco,14103.0,17652.0,18,13,10,9,12,6,36,12,19,13,27,33,20,5,11,28,86,46,42,36,24,58,56,79,99,107,77,99,83,76,44,46,39,39,108,63,83,79,51,50,50,27,28,25,11,10,3,2,6,-,1,1,-,-,3,4,13,38,52,36,25,39,11,21,18,9,10,39,76,155,170,254,349,322.0,235.0,194.0,167.0,58.0,43.0,26.0,9.0,8
